State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total minutes,Total calls,Total charge,Bin_Total day minutes,Bin_Total day calls,Bin_Total day charge,Bin_Total eve minutes,Bin_Total eve calls,Bin_Total eve charge,Bin_Total night minutes,Bin_Total night calls,Bin_Total night charge,Bin_Total intl minutes,Bin_Total intl charge,Bin_Total minutes,Bin_Total calls,Bin_Total charge,Bin_Account length
MI,79,510,0,0,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,12.2,2,3.29,1,0,586.3000000000001,280,64.43,7,7,7,6,6,6,4,3,4,7,7,6,4,6,4
LA,111,415,0,1,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,0,443.8,234,44.68,4,7,4,5,4,5,4,4,4,6,6,3,2,3,5
NH,121,510,0,1,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,0,616.1,258,61.190000000000005,6,4,6,6,6,6,6,5,6,3,3,6,3,6,5
RI,112,415,0,0,0,168.6,102,28.66,298.0,117,25.33,194.7,110,8.76,9.8,5,2.65,1,0,671.0999999999999,334,65.39999999999999,5,7,5,9,7,9,5,6,5,5,5,7,7,6,5
LA,81,415,0,1,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,0,619.2,311,54.45,4,8,4,7,6,7,7,5,7,6,6,6,6,5,4
AZ,72,510,0,0,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,0,578.5,296,67.26,8,6,8,3,8,3,5,4,5,7,7,5,5,7,3
SC,64,510,0,1,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,0,617.4,303,64.67,6,8,6,7,6,7,4,5,4,3,3,6,5,6,3
MD,163,408,0,0,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,5,2.38,1,0,647.0999999999999,348,68.05999999999999,7,8,7,7,6,7,5,7,5,5,5,7,7,7,7
WA,104,415,0,0,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,0,557.1999999999999,304,53.17999999999999,4,5,4,6,7,6,5,5,5,6,6,5,6,5,5
CA,93,510,0,1,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,0,399.9,316,45.10000000000001,4,7,4,5,7,5,2,5,2,7,7,2,6,4,4
NJ,197,510,0,0,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,0,564.2,301,53.989999999999995,5,7,5,5,6,5,6,4,6,6,6,5,5,5,9
AR,57,510,0,0,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1,0,599.0,265,60.24,6,5,6,5,6,5,6,6,6,7,7,6,4,6,3
CT,107,408,0,0,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,0,534.3000000000001,347,47.78,3,6,3,6,8,6,6,7,6,8,8,5,7,4,5
SD,75,408,0,0,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,0,490.59999999999997,278,51.879999999999995,5,7,5,6,6,6,4,3,4,9,9,4,4,4,4
FL,106,408,0,0,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,0,694.9,373,65.62,6,9,6,7,8,7,7,6,7,5,5,7,9,6,5
MS,70,408,0,0,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,0,575.9,305,57.15,5,7,5,8,6,8,4,5,4,5,5,5,6,5,3
MA,80,408,0,0,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,2,2.7,2,0,573.0999999999999,259,55.05000000000001,5,7,5,6,4,6,5,4,5,5,5,5,4,5,4
VT,137,510,0,0,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,0,0.0,1,0,582.1,255,46.22,3,6,3,6,5,6,8,4,8,0,0,5,3,4,6
IL,90,415,0,1,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2,0,568.5,344,60.06,6,7,6,7,7,7,4,7,4,6,6,5,7,6,4
CT,30,408,0,0,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,0,493.1,324,47.18,4,7,4,5,5,5,5,7,5,3,3,4,6,4,2
KS,105,415,1,0,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,1,818.6999999999999,319,84.67,8,8,8,8,7,8,7,5,7,6,6,9,6,9,5
MA,102,415,0,1,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,0,441.0,270,42.57,4,6,4,4,7,4,4,3,4,4,4,3,4,3,5
NJ,83,415,0,0,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,0,534.2,255,55.04,6,7,6,5,5,5,5,3,5,5,5,5,3,5,4
AR,63,510,0,1,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,0,592.1000000000001,319,63.28,7,6,7,6,6,6,4,8,4,5,5,6,6,6,3
MS,155,408,0,0,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,0,541.0,308,56.269999999999996,5,6,5,6,6,6,4,6,4,8,8,5,6,5,7
ME,105,408,0,0,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,0,510.3,251,51.09,4,5,4,8,5,8,3,5,3,7,7,4,3,4,5
IA,73,415,0,0,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,0,550.4,340,52.84,4,7,4,6,7,6,5,7,5,6,6,5,7,5,3
NM,21,415,0,1,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,0,504.8999999999999,280,50.39,4,6,4,6,6,6,4,4,4,7,7,4,4,4,1
TX,71,415,0,1,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,0,576.9,329,59.91,6,7,6,6,7,6,5,6,5,6,6,5,7,6,3
KY,112,415,0,0,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,0,562.9000000000001,339,56.89,5,7,5,6,8,6,5,5,5,6,6,5,7,5,5
AZ,66,510,0,0,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,1,514.3,357,52.50000000000001,5,9,5,6,8,6,4,5,4,5,5,4,8,5,3
TN,99,408,0,0,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,0,430.4,323,34.84,2,6,2,5,7,5,5,7,5,4,4,3,6,2,5
WV,124,510,0,0,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,0,528.5999999999999,259,56.260000000000005,6,5,6,5,5,5,4,5,4,6,6,5,4,5,6
CT,95,415,0,1,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,0,842.3,330,87.29,9,7,9,8,6,8,7,7,7,6,6,10,7,9,4
NH,130,408,0,0,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,0,443.6,339,38.59,2,6,2,6,7,6,4,8,4,6,6,3,7,3,6
MD,93,510,1,0,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,1,517.9,289,51.02,4,5,4,7,7,7,4,5,4,6,6,4,5,4,4
WV,191,408,0,0,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,0,624.5,314,60.449999999999996,5,7,5,7,8,7,6,4,6,6,6,6,6,6,8
KY,88,415,0,0,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,0,698.6999999999999,232,63.74999999999999,5,5,5,9,4,9,6,4,6,4,4,7,2,6,4
WY,16,415,0,0,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,0,637.7,293,64.14,5,6,5,8,8,8,4,4,4,6,6,6,5,6,1
GA,107,510,0,0,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,0,571.8000000000001,335,60.35999999999999,6,6,6,6,8,6,5,6,5,7,7,5,7,6,5
AK,96,408,0,1,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,0,546.0,224,51.60999999999999,5,6,5,5,5,5,6,2,6,5,5,5,2,4,4
CT,163,408,0,1,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,0,724.5,224,72.82,7,4,7,6,6,6,7,3,7,7,7,8,2,7,7
OR,95,415,0,0,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,1,689.3,305,75.63,8,8,8,7,8,7,5,2,5,4,4,7,6,8,4
OK,123,415,0,1,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,0,633.4,361,66.12,6,8,6,7,7,7,5,7,5,7,7,6,8,6,6
MA,34,415,0,0,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,1,755.4000000000001,246,84.08,9,6,9,8,5,8,5,4,5,6,6,8,3,9,2
DE,96,415,0,1,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,0,571.5,287,58.46,6,6,6,6,5,6,5,6,5,6,6,5,5,5,4
OH,146,415,0,0,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,0,679.2,286,63.02,5,6,5,7,5,7,7,6,7,5,5,7,5,6,6
ID,138,415,1,1,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,0,556.1000000000001,307,62.74000000000001,7,8,7,5,6,5,4,5,4,6,6,5,6,6,6
MO,76,510,0,0,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,1,543.6,254,49.47,4,6,4,5,5,5,6,4,6,4,4,5,3,4,4
NC,83,510,0,1,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,0,599.4,305,52.42,3,6,3,8,7,8,6,6,6,7,7,6,6,5,4
HI,104,408,0,0,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,0,549.5,340,53.910000000000004,5,6,5,5,7,5,6,7,6,4,4,5,7,5,5
NJ,106,415,0,0,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,0,630.4000000000001,319,62.16,6,8,6,6,7,6,6,4,6,5,5,6,6,6,5
MS,84,510,0,0,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,0,461.3,344,40.13,3,6,3,5,7,5,5,8,5,7,7,3,7,3,4
MN,99,408,0,0,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,0,629.4000000000001,326,55.76,4,6,4,6,7,6,7,7,7,8,8,6,6,5,5
RI,134,415,0,0,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,0,574.5999999999999,262,53.78,5,6,5,6,6,6,6,2,6,5,5,5,4,5,6
NJ,80,415,0,0,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,1,742.5,408,80.35999999999999,8,8,8,9,9,9,4,8,4,3,3,8,10,8,4
MN,85,415,0,0,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1.0,3,0,730.2,280,73.39,8,7,8,6,5,6,7,4,7,2,2,8,4,7,4
WI,120,408,0,1,26,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0,0,744.5,317,75.54,7,6,7,8,6,8,6,7,6,4,4,8,6,8,5
KS,120,510,0,0,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,0,519.9,350,53.28,5,7,5,6,7,6,4,7,4,5,5,4,8,5,5
NJ,125,415,0,0,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,0,505.30000000000007,288,53.72,6,4,6,4,8,4,4,5,4,6,6,4,5,5,6
ND,118,415,0,1,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,0,553.1,345,47.99,3,8,3,7,7,7,6,5,6,7,7,5,7,4,5
WY,62,415,0,0,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11.0,5,2.97,0,0,642.0999999999999,346,62.14,5,8,5,7,6,7,6,6,6,6,6,6,7,6,3
LA,112,510,0,0,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,0,615.5999999999999,325,62.43,5,8,5,8,5,8,4,7,4,6,6,6,6,6,5
AL,68,510,0,0,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,0,609.1,304,58.61,5,6,5,7,5,7,6,7,6,6,6,6,6,5,3
TX,201,415,0,1,21,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,0,562.3000000000001,306,62.26,6,6,6,7,5,7,3,7,3,8,8,5,6,6,9
AR,116,510,0,0,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,0,603.5,324,54.96,5,5,5,5,7,5,8,8,8,5,5,6,6,5,5
GA,133,510,0,0,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,0,419.6,331,51.29,7,6,7,3,8,3,3,5,3,3,3,3,7,4,6
KY,125,408,0,0,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,0,616.6,349,61.989999999999995,6,7,6,6,7,6,6,7,6,5,5,6,8,6,6
NE,21,510,0,0,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,0,701.1,318,71.85000000000001,7,7,7,7,7,7,6,5,6,6,6,7,6,7,1
ND,110,408,0,0,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,0,544.5999999999999,298,59.91,6,7,6,6,8,6,4,3,4,7,7,5,5,6,5
NH,83,415,0,0,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,0,671.5,292,70.33,7,7,7,6,5,6,6,6,6,7,7,7,5,7,4
IN,101,415,0,1,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,0,560.0,259,59.870000000000005,6,5,6,5,5,5,5,5,5,5,5,5,4,6,5
OR,117,415,0,1,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,0,655.9999999999999,273,64.88,7,5,7,5,6,5,7,4,7,3,3,7,4,6,5
OH,127,408,0,0,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,0,516.4,298,52.31,4,6,4,7,7,7,3,4,3,5,5,4,5,5,6
KS,138,510,0,1,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,0,625.3,304,64.13,6,6,6,7,6,7,5,7,5,8,8,6,6,6,6
TX,120,415,0,0,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,0,586.9,279,63.980000000000004,6,7,6,8,4,8,3,5,3,4,4,6,4,6,5
DC,141,415,0,1,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,0,590.2,325,58.67,6,6,6,5,8,5,6,6,6,4,4,6,6,5,6
OR,87,510,0,1,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,0,548.4000000000001,326,59.42,7,7,7,3,7,3,6,6,6,4,4,5,6,5,4
WA,97,408,0,0,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,1,717.4,265,76.84,8,5,8,6,7,6,6,3,6,5,5,8,4,8,4
NC,162,408,0,1,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,1,619.3999999999999,386,61.15,6,9,6,6,8,6,6,6,6,5,5,6,9,6,7
TX,119,510,0,0,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,1,557.7,315,47.48,3,5,3,7,7,7,6,7,6,5,5,5,6,4,5
WI,107,510,0,1,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,0,574.2,290,64.38,8,6,8,4,7,4,5,4,5,6,6,5,5,6,5
SC,140,510,0,1,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,0,525.1,277,52.66,5,5,5,5,6,5,5,5,5,6,6,5,4,5,6
SD,91,415,0,0,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,1,475.90000000000003,341,48.5,5,8,5,4,8,4,4,4,4,6,6,4,7,4,4
OH,135,415,0,0,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,0,557.6999999999999,270,64.48,7,8,7,7,4,7,2,4,2,6,6,5,4,6,6
HI,86,408,0,1,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,0,581.6,328,59.809999999999995,6,6,6,5,6,5,5,7,5,6,6,5,7,6,4
KY,131,415,0,0,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,0,643.8,334,60.42,5,8,5,6,7,6,7,5,7,5,5,6,7,6,6
OH,86,415,0,1,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,0,706.5,306,70.35000000000001,7,5,7,6,7,6,7,6,7,7,7,8,6,7,4
AL,85,415,0,0,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,0,638.9000000000001,231,65.38,6,4,6,6,5,6,6,4,6,6,6,6,2,6,4
VT,195,415,0,1,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,0,670.6,289,70.86999999999999,7,7,7,7,6,7,5,4,5,7,7,7,5,7,9
ND,177,408,0,0,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,0,605.9000000000001,330,61.21,6,6,6,5,7,5,6,6,6,8,8,6,7,6,8
WA,100,408,0,0,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,1,526.7,322,43.33,3,6,3,6,6,6,6,7,6,5,5,5,6,3,5
CT,124,415,0,0,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,0,732.9,304,63.379999999999995,4,5,4,8,7,8,8,5,8,6,6,8,6,6,6
DE,81,510,1,0,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,0,566.5999999999999,271,66.09,8,6,8,6,3,6,3,7,3,4,4,5,4,6,4
HI,105,415,0,0,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,1,794.3,332,84.92999999999999,9,8,9,9,6,9,5,6,5,5,5,9,7,9,5
MI,126,415,1,1,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,0,469.90000000000003,346,46.52000000000001,4,8,4,5,7,5,4,5,4,5,5,4,7,4,6
ND,71,510,0,0,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,1,721.4,320,76.00999999999999,7,5,7,8,6,8,5,8,5,6,6,8,6,8,3
NE,139,415,0,0,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,0,617.5,285,63.720000000000006,7,7,7,6,7,6,5,3,5,3,3,6,5,6,6
NE,77,415,0,0,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,0,590.6,342,55.6,5,7,5,6,9,6,6,4,6,1,1,6,7,5,4
KY,72,408,0,0,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,0,543.9,302,55.8,6,6,6,6,7,6,5,5,5,4,4,5,5,5,3
KS,74,415,0,1,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,0,728.9000000000001,318,69.07000000000001,5,7,5,9,7,9,6,5,6,5,5,8,6,7,4
ND,124,415,0,0,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,0,555.4000000000001,279,56.83,5,7,5,8,7,8,4,3,4,7,7,5,4,5,6
KY,113,408,0,1,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,1,599.5,241,55.13,5,6,5,5,4,5,7,5,7,5,5,6,3,5,5
ME,66,510,0,0,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,0,585.8,359,52.23,4,9,4,7,6,7,6,7,6,3,3,6,8,5,3
MT,124,415,0,1,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2,0,645.3,225,60.300000000000004,5,3,5,8,6,8,6,4,6,6,6,7,2,6,6
IL,134,408,0,0,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,0,474.1,310,50.63,6,7,6,4,6,4,4,6,4,4,4,4,6,4,6
ME,41,415,0,1,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,0,545.2,292,58.72,6,7,6,6,6,6,4,5,4,6,6,5,5,5,2
SC,159,415,0,1,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,0,544.4,275,55.209999999999994,5,6,5,6,6,6,4,5,4,7,7,5,4,5,7
IL,87,408,1,1,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,0,595.4,340,58.050000000000004,5,9,5,6,6,6,6,5,6,6,6,6,7,5,4
WA,132,415,0,0,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,0,561.9,334,64.31,7,7,7,5,6,5,3,7,3,4,4,5,7,6,6
NE,86,408,0,0,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,0,489.3,333,43.620000000000005,3,8,3,7,6,7,4,6,4,4,4,4,7,3,4
IL,55,415,1,0,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,0,668.5,316,72.49,8,8,8,5,6,5,6,5,6,5,5,7,6,7,3
VT,101,415,0,0,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,0,567.3,325,54.379999999999995,4,6,4,7,7,7,5,6,5,7,7,5,6,5,5
KS,94,408,0,0,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,1,729.5,311,76.22,8,7,8,6,9,6,7,2,7,5,5,8,6,8,4
ND,68,408,0,0,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,0,577.1999999999999,346,61.5,7,6,7,4,9,4,5,5,5,6,6,5,7,6,3
CO,98,408,0,0,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,0,592.5,340,66.75,7,8,7,6,7,6,4,5,4,7,7,6,7,6,5
TX,123,408,0,0,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,0,621.0,284,70.28,8,6,8,5,7,5,5,5,5,7,7,6,5,7,6
CA,111,408,0,0,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,1,735.6,297,76.63,8,7,8,7,7,7,6,4,6,6,6,8,5,8,5
MS,69,510,0,1,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,0,803.6999999999999,272,83.32999999999998,8,5,8,7,6,7,7,5,7,9,9,9,4,9,3
RI,127,415,0,1,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,0,625.1999999999999,253,55.45,4,4,4,7,7,7,7,3,7,2,2,6,3,5,6
NM,105,415,0,0,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,0,681.3999999999999,309,64.64,6,7,6,6,8,6,8,3,8,6,6,7,6,6,5
VA,75,415,0,0,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,0,640.1999999999999,304,67.12,7,8,7,6,5,6,6,5,6,6,6,6,6,7,4
TX,126,415,0,0,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,0,545.0,305,57.29,6,9,6,5,5,5,5,4,5,7,7,5,6,5,6
NM,41,415,0,0,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,1,796.6,283,80.39,7,5,7,9,6,9,6,7,6,6,6,9,5,8,2
RI,113,415,0,0,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,0,404.0,313,37.54,3,8,3,5,6,5,4,3,4,3,3,2,6,2,5
NY,78,510,0,0,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,0,588.4,281,57.04,5,5,5,8,5,8,5,6,5,3,3,6,4,5,4
WA,110,415,0,0,0,241.2,105,41.0,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,0,669.3,253,69.16,7,7,7,5,5,5,6,2,6,5,5,7,3,7,5
NE,112,415,1,1,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,0,559.6,258,60.47,6,5,6,6,6,6,4,5,4,6,6,5,3,6,5
ID,104,510,0,0,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,0,526.8000000000001,283,44.87,3,6,3,5,5,5,7,6,7,7,7,5,5,3,5
WV,127,510,0,0,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10.0,1,2.7,2,0,579.4,299,63.78000000000001,7,7,7,6,7,6,4,4,4,5,5,5,5,6,6
NE,61,408,0,0,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,1,695.4,345,75.78999999999999,8,7,8,5,8,5,6,6,6,9,9,7,7,8,3
RI,65,415,0,1,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,0,514.5,302,58.550000000000004,7,8,7,5,5,5,3,5,3,5,5,4,5,5,3
CT,152,408,0,1,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,0,729.6999999999999,349,74.08000000000001,7,7,7,6,7,6,7,7,7,7,7,8,8,7,7
RI,63,415,1,0,0,62.9,112,10.69,202.9,111,17.25,259.0,58,11.66,8.9,8,2.4,1,0,533.6999999999999,289,41.99999999999999,2,7,2,6,7,6,7,2,7,5,5,5,5,3,3
IA,100,408,0,0,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,0,676.7,237,72.10000000000001,7,6,7,10,5,10,3,4,3,5,5,7,3,7,5
MS,29,510,0,0,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,1,760.6999999999999,364,84.91999999999999,9,7,9,6,9,6,6,6,6,7,7,8,8,9,2
ME,175,415,0,0,0,132.0,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,0,685.3,287,58.540000000000006,4,6,4,7,5,7,8,6,8,5,5,7,5,5,8
